,Player,Pos.,Cap Figure,Base Salary,Likely Incent.,Unlikely Incent.,Trade Bonus,Cap Figure.1,Cap % Team,Cap % League,Notes,Year,Team,Cap %,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Qualifying Offer,Trade Kicker,Rights,Signed Using,Signing Bonus,Likely Incentives,Dead Cap,Age
14,Malcolm Lee,SG,"$500,000","$402,439",-,-,-,"$500,000",0.84,0.86,Drafted  / Space G'teed: $0,2011,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Kevin Love,C,"$13,668,750","$13,668,750",-,-,-,"$13,668,750",21.92,23.55,Rk Extension  / Bird,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Andrei Kirilenko,SF,"$9,779,349","$9,779,349",-,-,-,"$9,779,349",15.68,16.85,/ G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Brandon Roy,SG,"$5,100,000","$5,100,000",-,-,-,"$5,100,000",8.18,8.79,/ G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Nikola Pekovic,C,"$4,837,200","$4,837,200",-,-,-,"$4,837,200",7.76,8.33,Drafted  / G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Derrick Williams,PF,"$4,809,840","$4,809,840",-,-,-,"$4,809,840",7.71,8.29,Drafted  / Rookie Scale,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Jose Barea,PG,"$4,493,500","$4,493,500",-,-,-,"$4,493,500",7.21,7.74,/ Space,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Luke Ridnour,PG,"$4,000,000","$4,000,000",-,-,-,"$4,000,000",6.41,6.89,/ Space G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Ricky Rubio,PG,"$3,526,499","$3,526,499",-,-,-,"$3,526,499",5.66,6.08,Drafted  / Rookie Scale,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Alexey Shved,PG,"$3,017,943","$3,017,943",-,-,-,"$3,017,943",4.84,5.2,Drafted  / Space G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Greg Stiemsma,C,"$2,575,000","$2,575,000",-,-,-,"$2,575,000",4.13,4.44,/ G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Dante Cunningham,PF,"$2,090,000","$2,090,000",-,-,-,"$2,090,000",3.35,3.6,Acquired via Trade  G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Chase Budinger,SF,"$885,120","$885,120",-,-,-,"$885,120",1.42,1.52,Acquired via Trade  G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Malcolm Lee,SG,"$762,195","$762,195",-,-,-,"$762,195",1.22,1.31,Drafted  / Space G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Mickael Gelabale,SF,"$346,781","$346,781",-,-,-,"$346,781",0.56,0.6,/ Minimum G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
14,Chris Johnson,PF,"$346,781","$346,781",-,-,-,"$346,781",0.56,0.6,/ Minimum G'teed: $0,2012,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Darko Milicic,PF,-,"$5,228,000",,,,,,,,2012,Minnesota Timberwolves,-,,,,,,,-,,,-,-,-,
0,Louis Amundson,PF,"$854,389","$1,069,509",-,-,-,,,,Waived,2012,Minnesota Timberwolves,1.37,,,,,,,,,,,,,
1,Martell Webster,SF,"$600,000","$600,000",-,-,-,,,,Waived,2012,Minnesota Timberwolves,0.96,,,,,,,,,,,,,
2,Josh Howard,SF,"$274,775","$274,775",-,-,-,,,,Waived,2012,Minnesota Timberwolves,0.44,,,,,,,,,,,,,
3,Will Conroy,SG,"$95,491","$95,491",-,-,-,,,,Waived,2012,Minnesota Timberwolves,0.15,,,,,,,,,,,,,
4,Lazar Hayward,PF,"$45,232","$45,232",-,-,-,,,,Waived,2012,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
5,Mickael Gelabale,SF,"$50,258","$50,258",-,-,-,,,,10-day,2012,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
6,Mickael Gelabale,SF,"$50,258","$50,258",-,-,-,,,,10-day,2012,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
7,Lazar Hayward,PF,"$50,258","$50,258",-,-,-,,,,10-day,2012,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
8,Chris Johnson,PF,"$50,258","$50,258",-,-,-,,,,10-day,2012,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
9,Chris Johnson,PF,"$50,258","$50,258",-,-,-,,,,10-day,2012,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
0,Kevin Love,C,"$14,693,906","$14,693,906",-,-,-,"$14,693,906",21.56,25.04,Rk Extension  / Bird,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Nikola Pekovic,C,"$12,100,000","$12,100,000",-,-,-,"$12,100,000",17.75,20.62,/ Bird G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Kevin Martin,SG,"$6,500,000","$6,500,000",-,-,-,"$6,500,000",9.54,11.08,Acquired via S&T  G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Chase Budinger,SF,"$5,000,000","$5,000,000",-,-,-,"$5,000,000",7.34,8.52,/ Bird G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Jose Barea,PG,"$4,687,000","$4,687,000",-,-,-,"$4,687,000",6.88,7.99,/ Space,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Luc Richard Mbah a Moute,PF,"$4,588,384","$4,161,903",-,-,-,"$4,588,384",6.73,7.82,Acquired via Trade  G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Corey Brewer,SG,"$4,500,000","$4,500,000",-,-,-,"$4,500,000",6.6,7.67,/ NT-MLE,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Ricky Rubio,PG,"$3,678,358","$3,678,358",-,-,-,"$3,678,358",5.4,6.27,Drafted  / Rookie Scale,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Alexey Shved,PG,"$3,150,000","$3,150,000",-,-,-,"$3,150,000",4.62,5.37,Drafted  / Space G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Dante Cunningham,PF,"$2,180,000","$2,180,000",-,-,-,"$2,180,000",3.2,3.72,Acquired via Trade  G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Shabazz Muhammad,SF,"$1,887,120","$1,887,120",-,-,-,"$1,887,120",2.77,3.22,Drafted  / Rookie Scale G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Ronny Turiaf,C,"$1,500,000","$1,500,000",-,-,-,"$1,500,000",2.2,2.56,/ Bi-Annual G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Gorgui Dieng,C,"$1,352,640","$1,352,640",-,-,-,"$1,352,640",1.98,2.31,Drafted  / Rookie Scale,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Robbie Hummel,SF,"$490,180","$490,180",-,-,-,"$490,180",0.72,0.84,Drafted  / Minimum G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
14,Othyus Jeffers,PG,"$46,816","$46,816",-,-,-,"$46,816",0.07,0.08,/ Minimum G'teed: $0,2013,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Darko Milicic,PF,-,"$1,755,000",,,,,,,,2013,Minnesota Timberwolves,-,,,,,,,-,,,-,-,-,
0,Chris Johnson,PF,"$916,099","$916,099",-,-,-,,,,Waived,2013,Minnesota Timberwolves,1.34,,,,,,,,,,,,,
1,A.J. Price,PG,"$884,293","$947,907",-,-,-,,,,Waived,2013,Minnesota Timberwolves,1.3,,,,,,,,,,,,,
0,Nikola Pekovic,C,"$12,100,000","$12,100,000",-,-,-,"$12,100,000",17.58,19.19,/ Bird G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Kevin Garnett,PF,"$12,000,000","$12,000,000",-,-,-,"$12,000,000",17.43,19.03,Acquired via Trade  G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Kevin Martin,SG,"$6,792,500","$6,792,500",-,-,-,"$6,792,500",9.87,10.77,Acquired via S&T  G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Anthony Bennett,PF,"$5,563,920","$5,563,920",-,-,-,"$5,563,920",8.08,8.82,Acquired via Trade  G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Andrew Wiggins,SF,"$5,510,640","$5,510,640",-,-,-,"$5,510,640",8.01,8.74,Acquired via Trade,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Chase Budinger,SF,"$5,000,000","$5,000,000",-,-,-,"$5,000,000",7.26,7.93,/ Bird G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Ricky Rubio,PG,"$4,660,479","$4,660,479",-,-,-,"$4,660,479",6.77,7.39,Drafted  / Rookie Scale,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Gary Neal,PG,"$3,250,000","$3,250,000",-,-,-,"$3,250,000",4.72,5.15,Acquired via Trade  G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Zach LaVine,SG,"$2,055,840","$2,055,840",-,-,-,"$2,055,840",2.99,3.26,Drafted  / Rookie Scale,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Shabazz Muhammad,SF,"$1,971,960","$1,971,960",-,-,-,"$1,971,960",2.86,3.13,Drafted  / Rookie Scale G'teed: $0  SEI-,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Adreian Payne,PF,"$1,855,320","$1,855,320",-,-,-,"$1,855,320",2.7,2.94,Acquired via Trade  G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Gorgui Dieng,C,"$1,413,480","$1,413,480",-,-,-,"$1,413,480",2.05,2.24,Drafted  / Rookie Scale,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Robbie Hummel,SF,"$880,000","$880,000",-,-,-,"$880,000",1.28,1.4,/ Non-Bird G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Justin Hamilton,C,"$816,482","$816,482",-,-,-,"$816,482",1.19,1.29,Acquired via Trade,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
14,Lorenzo Brown,PG,"$268,959","$268,959",-,-,-,"$268,959",0.39,0.43,/ Minimum G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
15,Arinze Onuaku,PF,"$43,226","$43,226",-,-,-,"$43,226",0.06,0.07,/ Minimum G'teed: $0,2014,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Jose Barea,PG,"$3,216,922","$3,216,922",-,-,-,,,,Waived,2014,Minnesota Timberwolves,4.67,,,,,,,,,,,,,
1,Jeff Adrien,SF,"$242,385","$242,385",-,-,-,,,,Waived,2014,Minnesota Timberwolves,0.35,,,,,,,,,,,,,
2,Greg Smith,C,"$55,722","$59,731",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
3,Lorenzo Brown,PG,"$48,028","$48,028",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
4,Lorenzo Brown,PG,"$48,028","$48,028",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
5,Miroslav Raduljica,C,"$48,028","$48,028",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
6,Miroslav Raduljica,C,"$48,028","$48,028",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
7,Sean Kilpatrick,SG,"$29,843","$29,843",-,-,-,,,,10-day,2014,Minnesota Timberwolves,0.04,,,,,,,,,,,,,
0,Othyus Jeffers,PG,"$915,243",,,,,,,,,2014,Minnesota Timberwolves,,,,,,,-,,,,,,,
0,Ricky Rubio,PG,"$12,700,000","$12,700,000",-,"$250,000",-,"$12,700,000",17.46,18.14,Rk Extension  / Bird,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Nikola Pekovic,C,"$12,100,000","$12,100,000",-,-,-,"$12,100,000",16.63,17.29,/ Bird G'teed: $0  Back,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Kevin Garnett,PF,"$8,500,000","$8,500,000",-,-,-,"$8,500,000",11.68,12.14,/ Bird G'teed: $0  No Trade,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Andrew Wiggins,SF,"$5,758,680","$5,758,680",-,-,-,"$5,758,680",7.92,8.23,Acquired via Trade,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Karl-Anthony Towns,C,"$5,703,600","$5,703,600",-,-,-,"$5,703,600",7.84,8.15,Drafted  / Rookie Scale,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Nemanja Bjelica,PF,"$3,950,001","$3,950,001",-,-,-,"$3,950,001",5.43,5.64,Drafted  / NT-MLE,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Zach LaVine,SG,"$2,148,360","$2,148,360",-,-,-,"$2,148,360",2.95,3.07,Drafted  / Rookie Scale,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Shabazz Muhammad,SF,"$2,056,920","$2,056,920",-,-,-,"$2,056,920",2.83,2.94,Drafted  / Rookie Scale G'teed: $0,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Adreian Payne,PF,"$1,938,840","$1,938,840",-,-,-,"$1,938,840",2.67,2.77,Acquired via Trade  G'teed: $0,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Gorgui Dieng,C,"$1,474,440","$1,474,440",-,-,-,"$1,474,440",2.03,2.11,Drafted  / Rookie Scale,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Tyus Jones,PG,"$1,282,080","$1,282,080",-,-,-,"$1,282,080",1.76,1.83,Drafted  / Rookie Scale,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Damjan Rudez,SF,"$1,149,500","$1,149,500",-,-,-,"$1,149,500",1.58,1.64,Acquired via Trade  G'teed: $0,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Tayshaun Prince,SF,"$947,276","$1,499,187",-,-,-,"$947,276",1.3,1.35,/ Minimum G'teed: $0,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Greg Smith,C,"$131,407","$131,407",-,-,-,"$131,407",0.18,0.19,/ Minimum G'teed: $0,2015,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Kevin Martin,SG,"$6,340,086","$6,340,086",-,-,-,,,,Waived,2015,Minnesota Timberwolves,8.72,,,,,,,,,,,,,
1,Anthony Bennett,PF,"$3,650,000","$3,650,000",-,-,-,,,,Waived,2015,Minnesota Timberwolves,5.02,,,,,,,,,,,,,
2,Andre Miller,PG,"$690,943","$1,242,854",-,-,-,,,,Waived,2015,Minnesota Timberwolves,0.95,,,,,,,,,,,,,
3,Lorenzo Brown,PG,"$75,000","$75,000",-,-,-,,,,Waived,2015,Minnesota Timberwolves,0.1,,,,,,,,,,,,,
4,Greg Smith,C,"$55,722","$59,731",-,-,-,,,,10-day,2015,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
0,Arinze Onuaku,PF,"$1,147,276",,,,,,,,,2015,Minnesota Timberwolves,,,,,,,-,,,,,,,
1,Othyus Jeffers,PG,"$947,276",,,,,,,,,2015,Minnesota Timberwolves,,,,,,,-,,,,,,,
0,Ricky Rubio,PG,"$13,575,000","$13,400,000","$175,000","$75,000",-,"$13,575,000",18.97,14.42,Rk Extension  / Bird,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Cole Aldrich,C,"$7,643,979","$7,643,979",-,-,-,"$7,643,979",10.68,8.12,/ Space,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Andrew Wiggins,SF,"$6,006,600","$6,006,600",-,-,-,"$6,006,600",8.39,6.38,Acquired via Trade,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Karl-Anthony Towns,C,"$5,960,160","$5,960,160",-,-,-,"$5,960,160",8.33,6.33,Drafted  / Rookie Scale,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Jordan Hill,C,"$4,000,000","$4,000,000",-,-,-,"$4,000,000",5.59,4.25,/ Space G'teed: $0,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Kris Dunn,PG,"$3,872,520","$3,872,520",-,-,-,"$3,872,520",5.41,4.11,Drafted  / Rookie Scale,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Nemanja Bjelica,PF,"$3,800,000","$3,800,000",-,-,-,"$3,800,000",5.31,4.04,Drafted  / NT-MLE,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Brandon Rush,SG,"$3,500,000","$3,500,000",-,-,-,"$3,500,000",4.89,3.72,/ Space G'teed: $0,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Shabazz Muhammad,SF,"$3,046,299","$3,046,299",-,-,-,"$3,046,299",4.26,3.24,Drafted  / Rookie Scale G'teed: $0,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Gorgui Dieng,C,"$2,348,783","$2,348,783",-,-,-,"$2,348,783",3.28,2.49,Drafted  / Rookie Scale,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Zach LaVine,SG,"$2,240,880","$2,240,880",-,-,-,"$2,240,880",3.13,2.38,Drafted  / Rookie Scale  SEI-Knee,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Adreian Payne,PF,"$2,022,240","$2,022,240",-,-,-,"$2,022,240",2.83,2.15,Acquired via Trade  G'teed: $0,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Tyus Jones,PG,"$1,339,680","$1,339,680",-,-,-,"$1,339,680",1.87,1.42,Drafted  / Rookie Scale,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Omri Casspi,SF,"$138,414","$185,710",-,-,-,"$138,414",0.19,0.15,/ Minimum,2016,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Kevin Garnett,PF,"$8,000,000","$8,000,000",-,-,-,,,,Waived,2016,Minnesota Timberwolves,11.18,,,,,,,,,,,,,
1,Kevin Martin,SG,"$1,360,305","$1,360,305",-,-,-,,,,Waived,2016,Minnesota Timberwolves,1.9,,,,,,,,,,,,,
2,John Lucas III,PG,"$635,753","$635,753",-,-,-,,,,Waived,2016,Minnesota Timberwolves,0.89,,,,,,,,,,,,,
3,Lance Stephenson,SG,"$57,672","$72,193",-,-,-,,,,10-day,2016,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
4,Lance Stephenson,SG,"$57,672","$72,193",-,-,-,,,,10-day,2016,Minnesota Timberwolves,0.08,,,,,,,,,,,,,
0,Othyus Jeffers,PG,"$980,431",,,,,,,,,2016,Minnesota Timberwolves,,,,,,,-,,,,,,,
1,Tayshaun Prince,SF,"$980,431",,,,,,,,,2016,Minnesota Timberwolves,,,,,,,-,,,,,,,
0,Jimmy Butler,SG,"$19,301,070","$17,546,918",-,-,-,"$19,301,070",18.35,19.48,"Acquired via Trade  G'teed: $19,301,070",2017,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Jeff Teague,PG,"$19,000,000","$19,000,000",-,-,-,"$19,000,000",18.06,19.17,/ Space,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Gorgui Dieng,C,"$14,112,360","$14,112,360",-,-,-,"$14,112,360",13.42,14.24,Rk Extension  / Bird,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Taj Gibson,PF,"$14,000,000","$14,000,000",-,-,-,"$14,000,000",13.31,14.13,/ Space,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Andrew Wiggins,SF,"$7,574,323","$7,574,323",-,-,-,"$7,574,323",7.2,7.64,Acquired via Trade,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Cole Aldrich,C,"$7,300,000","$7,300,000",-,-,-,"$7,300,000",6.94,7.37,/ Space,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Karl-Anthony Towns,C,"$6,216,840","$6,216,840",-,-,-,"$6,216,840",5.91,6.27,Drafted  / Rookie Scale,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Jamal Crawford,SG,"$4,328,000","$4,328,000",-,-,-,"$4,328,000",4.11,4.37,/ Room,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Nemanja Bjelica,PF,"$3,949,999","$3,949,999",-,-,-,"$3,949,999",3.76,3.99,Drafted  / NT-MLE,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Justin Patton,C,"$2,247,480","$2,247,480",-,-,-,"$2,247,480",2.14,2.27,Drafted  / Rookie Scale,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Aaron Brooks,PG,"$1,471,382","$2,116,955",-,-,-,"$1,471,382",1.4,1.48,/ Minimum,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Tyus Jones,PG,"$1,471,382","$1,471,382",-,-,-,"$1,471,382",1.4,1.48,Drafted  / Rookie Scale,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Marcus Georges-Hunt,SG,"$1,312,611","$1,312,611",-,-,-,"$1,312,611",1.25,1.32,/ Minimum,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Derrick Rose,PG,"$290,951","$418,607",-,-,-,"$290,951",0.28,0.29,/ Minimum,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
14,Amile Jefferson,PF,"$4,608","$4,608",-,-,-,"$4,608",0.0,0.0,/ Minimum,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Anthony Brown,SF,,,,,,,,,,2017,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Kevin Martin,SG,"$1,360,305","$1,360,305",-,-,-,,,,Waived,2017,Minnesota Timberwolves,1.29,,,,,,,,,,,,,
1,Shabazz Muhammad,SF,"$1,238,616","$1,238,616",-,-,-,,,,Waived,2017,Minnesota Timberwolves,1.18,,,,,,,,,,,,,
0,Andrew Wiggins,SF,"$25,467,250","$25,467,250",-,-,-,"$25,467,250",20.9,25.0,Rk Extension  / Bird  Trade Restr.: 4/15/23,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Jeff Teague,PG,"$19,000,000","$19,000,000",-,-,-,"$19,000,000",15.59,18.65,/ Space  SEI-Foot,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Gorgui Dieng,C,"$15,170,787","$15,170,787",-,-,-,"$15,170,787",12.45,14.89,Rk Extension  / Bird,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
3,Taj Gibson,PF,"$14,000,000","$14,000,000",-,-,-,"$14,000,000",11.49,13.74,/ Space  Calf,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
4,Robert Covington,SF,"$10,464,092","$10,464,092",-,-,-,"$10,464,092",8.59,10.27,Acquired via Trade  SEI-Knee,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
5,Jerryd Bayless,PG,"$8,575,916","$8,575,916",-,-,-,"$8,575,916",7.04,8.42,Acquired via Trade,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
6,Karl-Anthony Towns,C,"$7,839,435","$7,839,435",-,-,-,"$7,839,435",6.43,7.7,Drafted  / Rookie Scale,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
7,Anthony Tolliver,PF,"$5,750,000","$5,750,000",-,-,-,"$5,750,000",4.72,5.64,/ NT-MLE,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
8,Dario Saric,PF,"$2,526,840","$2,526,840",-,-,-,"$2,526,840",2.07,2.48,Acquired via Trade,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
9,Tyus Jones,PG,"$2,444,053","$2,444,053",-,-,-,"$2,444,053",2.01,2.4,Drafted  / Rookie Scale,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
10,Josh Okogie,SG,"$2,160,720","$2,160,720",-,-,-,"$2,160,720",1.77,2.12,Drafted  / Rookie Scale,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
11,Luol Deng,SF,"$1,512,601","$2,393,887",-,-,-,"$1,512,601",1.24,1.48,/ Minimum  Achilles,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
12,Derrick Rose,PG,"$1,512,601","$2,393,887",-,-,-,"$1,512,601",1.24,1.48,/ Minimum  SEI-Elbow Can Veto Trade,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
13,Keita Bates-Diop,SF,"$838,464","$838,464",-,-,-,"$838,464",0.69,0.82,Drafted  / NT-MLE,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
14,Cam Reynolds,F,"$108,953","$108,953",-,-,-,"$108,953",0.09,0.11,/ Minimum,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
15,Mitch Creek,G,"$9,474","$9,474",-,-,-,"$9,474",0.01,0.01,RoS  / Minimum,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Jared Terrell,SG,,,,,,,,,,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
1,C.J. Williams,SG,,,,,,,,,,2018,Minnesota Timberwolves,,,,,,,,,,,,,,
0,Kevin Martin,SG,"$1,360,305","$1,360,305",-,-,-,,,,Waived,2018,Minnesota Timberwolves,1.12,,,,,,,,,,,,,
1,Cole Aldrich,C,"$685,341","$685,341",-,-,-,,,,Waived,2018,Minnesota Timberwolves,0.56,,,,,,,,,,,,,
2,James Nunnally,SF,"$655,632","$655,632",-,-,-,,,,Waived,2018,Minnesota Timberwolves,0.54,,,,,,,,,,,,,
3,Isaiah Canaan,PG,"$85,458","$91,605",-,-,-,,,,10-day,2018,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
4,Isaiah Canaan,PG,"$85,458","$91,605",-,-,-,,,,10-day,2018,Minnesota Timberwolves,0.07,,,,,,,,,,,,,
5,Mitch Creek,G,"$47,371","$47,371",-,-,-,,,,10-day,2018,Minnesota Timberwolves,0.04,,,,,,,,,,,,,
6,Cam Reynolds,F,"$47,371","$47,371",-,-,-,,,,10-day,2018,Minnesota Timberwolves,0.04,,,,,,,,,,,,,
0,Aaron Brooks,PG,"$1,514,547",,,,,,,,,2018,Minnesota Timberwolves,,,,,,,-,,Non-Bird,,,,,
0,D'Angelo Russell,PG,"$27,285,000","$27,285,000",-,-,-,"$27,285,000",20.03,25.0,Acquired via Trade,2019,Minnesota Timberwolves,,,,,,,,,,,,,,
1,Karl-Anthony Towns,C,"$27,285,000","$27,285,000",-,-,-,"$27,285,000",20.03,25.0,Rk Extension  / Bird  Trade Restr.: 7/7/23,2019,Minnesota Timberwolves,,,,,,,,,,,,,,
2,Evan Turner,SF,"$18,606,557","$18,606,557",-,-,-,"$18,606,557",13.66,17.05,Acquired via Trade,2019,Minnesota Timberwolves,,,,,,,,,,,,,,
